price,stock,orders,rating,label
463.84,25,3,3.3,UNDERPERFORMING
180.59,78,6,3.1,UNDERPERFORMING
173.45,15,195,4.6,BEST_SELLER
187.02,70,110,4.2,BEST_SELLER
346.87,35,16,1.8,NORMAL
245.21,45,130,4.4,BEST_SELLER
473.92,1,79,4.4,RESTOCK
267.57,2,101,2.1,RESTOCK
216.77,18,29,3.7,NORMAL
372.45,71,4,3.3,UNDERPERFORMING
31.03,6,143,3.2,RESTOCK
389.44,5,127,4.1,RESTOCK
299.62,23,9,2.0,UNDERPERFORMING
242.9,72,58,3.7,NORMAL
282.81,1,76,2.8,RESTOCK
290.03,107,35,3.4,NORMAL
363.04,44,5,2.5,UNDERPERFORMING
214.14,85,5,2.4,UNDERPERFORMING
100.7,50,124,4.4,BEST_SELLER
243.39,5,140,3.5,RESTOCK
225.41,10,6,4.4,UNDERPERFORMING
189.0,73,0,4.1,UNDERPERFORMING
39.77,103,14,4.7,NORMAL
155.73,108,92,4.7,BEST_SELLER
169.1,113,92,4.9,BEST_SELLER
173.98,78,8,4.4,UNDERPERFORMING
317.16,64,103,4.6,BEST_SELLER
169.1,71,97,4.6,BEST_SELLER
88.7,26,95,4.5,BEST_SELLER
434.09,29,34,4.7,NORMAL
443.0,2,109,2.3,RESTOCK
191.73,86,143,4.8,BEST_SELLER
396.06,101,46,2.3,NORMAL
111.54,39,119,4.3,BEST_SELLER
242.88,67,28,2.0,NORMAL
27.08,72,99,4.7,BEST_SELLER
188.14,1,80,2.4,RESTOCK
192.42,50,3,2.4,UNDERPERFORMING
13.61,112,103,4.0,BEST_SELLER
236.49,0,51,4.4,RESTOCK
271.78,4,128,2.3,RESTOCK
11.14,96,5,3.0,UNDERPERFORMING
215.05,77,10,4.7,NORMAL
311.36,5,121,2.4,RESTOCK
218.38,3,35,3.6,RESTOCK
253.74,6,4,2.0,UNDERPERFORMING
64.34,73,80,2.6,NORMAL
282.27,101,180,4.0,BEST_SELLER
215.42,6,127,3.5,RESTOCK
89.12,112,9,1.8,UNDERPERFORMING
105.14,110,13,1.6,NORMAL
34.13,40,5,4.3,UNDERPERFORMING
287.73,3,149,2.1,RESTOCK
285.11,94,127,4.6,BEST_SELLER
475.05,29,57,3.2,NORMAL
427.05,0,99,2.6,RESTOCK
351.21,48,44,4.7,NORMAL
36.78,9,7,2.5,UNDERPERFORMING
340.62,47,12,4.5,NORMAL
348.46,116,8,2.0,UNDERPERFORMING
449.91,30,61,1.5,NORMAL
148.27,22,196,4.9,BEST_SELLER
132.41,28,54,2.9,NORMAL
225.96,8,144,4.0,RESTOCK
382.89,47,77,1.6,NORMAL
307.06,3,83,4.8,RESTOCK
91.61,25,7,2.4,UNDERPERFORMING
29.54,112,121,4.8,BEST_SELLER
39.46,114,45,1.3,NORMAL
60.5,24,46,1.4,NORMAL
5.41,28,52,2.4,NORMAL
11.85,44,182,4.6,BEST_SELLER
40.42,22,76,4.7,NORMAL
73.31,5,125,2.8,RESTOCK
14.97,15,21,3.7,NORMAL
293.57,90,5,3.6,UNDERPERFORMING
103.04,45,182,4.1,BEST_SELLER
116.46,1,125,4.5,RESTOCK
464.48,103,39,1.0,NORMAL
39.71,88,5,2.9,UNDERPERFORMING
75.57,16,60,3.4,NORMAL
8.13,55,74,1.3,NORMAL
250.73,2,86,2.0,RESTOCK
204.43,0,130,4.0,RESTOCK
61.38,29,6,4.1,UNDERPERFORMING
62.4,25,124,4.1,BEST_SELLER
84.72,14,6,1.2,UNDERPERFORMING
257.47,107,121,4.4,BEST_SELLER
146.98,39,19,3.0,NORMAL
109.05,110,31,1.8,NORMAL
273.37,95,165,4.8,BEST_SELLER
316.06,103,83,4.1,BEST_SELLER
115.6,25,165,5.0,BEST_SELLER
20.46,20,59,2.7,NORMAL
223.33,6,80,3.6,RESTOCK
139.11,114,44,1.1,NORMAL
16.99,59,9,1.4,UNDERPERFORMING
22.37,27,80,4.1,NORMAL
182.5,16,116,4.9,BEST_SELLER
273.16,30,1,3.8,UNDERPERFORMING
90.12,8,136,3.4,RESTOCK
309.23,103,4,3.5,UNDERPERFORMING
267.05,1,136,4.3,RESTOCK
134.52,41,29,4.7,NORMAL
315.28,1,119,4.7,RESTOCK
392.47,21,2,1.7,UNDERPERFORMING
270.32,28,159,4.7,BEST_SELLER
220.98,8,123,2.1,RESTOCK
311.84,83,133,4.9,BEST_SELLER
125.88,4,139,4.8,RESTOCK
263.33,88,23,1.3,NORMAL
198.8,1,41,2.2,RESTOCK
113.92,58,76,1.0,NORMAL
210.87,110,111,4.9,BEST_SELLER
93.41,5,138,3.6,RESTOCK
439.77,51,32,3.3,NORMAL
231.66,117,4,3.1,UNDERPERFORMING
381.16,41,59,1.6,NORMAL
132.42,21,169,4.0,BEST_SELLER
398.4,2,130,2.9,RESTOCK
67.64,24,192,4.4,BEST_SELLER
11.01,50,5,3.0,UNDERPERFORMING
101.62,7,37,4.8,RESTOCK
422.91,57,8,2.7,UNDERPERFORMING
31.6,35,101,4.1,BEST_SELLER
84.97,59,51,1.5,NORMAL
396.23,83,97,4.5,BEST_SELLER
309.07,68,4,2.6,UNDERPERFORMING
494.6,48,1,4.3,UNDERPERFORMING
183.58,2,37,3.1,RESTOCK
197.15,105,162,4.2,BEST_SELLER
274.29,116,95,4.5,BEST_SELLER
466.31,64,6,4.9,UNDERPERFORMING
277.58,72,82,4.5,BEST_SELLER
192.68,62,111,4.1,BEST_SELLER
47.51,109,2,1.0,UNDERPERFORMING
217.44,84,103,5.0,BEST_SELLER
454.17,84,16,3.8,NORMAL
389.57,4,3,2.2,UNDERPERFORMING
317.38,3,72,4.0,RESTOCK
355.89,93,9,1.0,UNDERPERFORMING
148.21,3,61,3.8,RESTOCK
30.16,5,147,3.4,RESTOCK
433.39,41,37,2.6,NORMAL
143.66,73,102,4.7,BEST_SELLER
474.58,0,99,4.4,RESTOCK
264.45,79,118,4.8,BEST_SELLER
18.86,26,91,4.7,BEST_SELLER
160.35,1,63,2.4,RESTOCK
142.83,76,140,4.5,BEST_SELLER
430.19,111,1,4.7,UNDERPERFORMING
35.49,89,40,2.6,NORMAL
286.04,102,19,3.3,NORMAL
336.58,55,139,4.1,BEST_SELLER
48.78,47,9,1.8,UNDERPERFORMING
277.41,7,40,4.5,RESTOCK
332.6,89,182,4.4,BEST_SELLER
121.82,5,121,4.8,RESTOCK
153.26,77,26,3.5,NORMAL
453.07,52,46,2.4,NORMAL
251.34,5,92,3.5,RESTOCK
165.06,117,116,4.5,BEST_SELLER
59.28,75,37,3.0,NORMAL
88.72,2,56,2.3,RESTOCK
269.28,119,7,2.5,UNDERPERFORMING
484.88,1,118,3.1,RESTOCK
457.15,5,9,4.3,UNDERPERFORMING
70.62,51,185,4.3,BEST_SELLER
38.43,61,5,2.0,UNDERPERFORMING
29.1,110,108,4.6,BEST_SELLER
194.91,30,107,4.6,BEST_SELLER
331.91,60,116,4.5,BEST_SELLER
338.3,97,2,2.1,UNDERPERFORMING
108.99,102,9,1.4,UNDERPERFORMING
347.48,99,49,1.0,NORMAL
100.81,35,115,4.5,BEST_SELLER
172.16,97,85,4.5,BEST_SELLER
488.38,2,53,2.9,RESTOCK
340.94,66,158,4.8,BEST_SELLER
78.94,63,182,4.8,BEST_SELLER
239.6,0,148,2.3,RESTOCK
158.63,97,78,2.8,NORMAL
254.45,18,74,1.7,NORMAL
192.53,14,68,2.8,NORMAL
104.92,5,126,3.9,RESTOCK
98.73,5,65,4.9,RESTOCK
342.83,18,108,4.1,BEST_SELLER
187.89,46,29,3.9,NORMAL
480.04,44,52,3.6,NORMAL
15.44,33,108,4.1,BEST_SELLER
400.56,113,45,4.7,NORMAL
430.98,5,50,2.0,RESTOCK
139.93,5,44,4.9,RESTOCK
273.94,29,4,3.6,UNDERPERFORMING
217.86,92,72,2.0,NORMAL
447.05,2,48,4.6,RESTOCK
447.89,31,1,2.3,UNDERPERFORMING
21.92,80,7,4.2,UNDERPERFORMING
398.92,97,41,1.8,NORMAL
311.26,1,35,3.4,RESTOCK
133.88,101,90,4.0,BEST_SELLER
370.68,67,83,4.6,BEST_SELLER
299.5,37,151,4.7,BEST_SELLER
270.56,2,145,4.9,RESTOCK
412.44,0,78,5.0,RESTOCK
85.28,110,3,2.3,UNDERPERFORMING
311.12,59,118,4.7,BEST_SELLER
285.01,44,173,4.5,BEST_SELLER
476.38,76,53,2.5,NORMAL
342.87,104,55,3.6,NORMAL
217.25,93,159,4.3,BEST_SELLER
494.28,96,8,3.3,UNDERPERFORMING
108.59,29,8,1.8,UNDERPERFORMING
421.82,6,70,4.1,RESTOCK
133.21,17,172,4.7,BEST_SELLER
116.5,25,33,2.9,NORMAL
353.35,58,144,4.6,BEST_SELLER
325.74,103,14,4.3,NORMAL
102.75,45,8,4.3,UNDERPERFORMING
159.49,95,79,4.9,NORMAL
441.45,45,24,1.4,NORMAL
293.05,95,148,4.8,BEST_SELLER
172.65,17,26,1.8,NORMAL
341.62,4,52,4.0,RESTOCK
73.47,6,123,2.3,RESTOCK
188.46,102,24,1.4,NORMAL
47.59,61,188,4.5,BEST_SELLER
295.88,40,7,2.8,UNDERPERFORMING
288.9,82,51,1.7,NORMAL
132.66,0,113,5.0,RESTOCK
219.85,97,60,4.2,NORMAL
116.96,49,47,4.7,NORMAL
53.41,4,86,2.6,RESTOCK
250.27,42,35,3.2,NORMAL
214.71,0,141,3.5,RESTOCK
461.57,110,0,1.5,UNDERPERFORMING
309.76,87,182,4.5,BEST_SELLER
350.72,63,6,3.1,UNDERPERFORMING
98.29,4,71,2.3,RESTOCK
20.63,12,1,3.5,UNDERPERFORMING
108.15,6,120,2.4,RESTOCK
200.07,7,127,3.1,RESTOCK
213.01,2,1,2.4,UNDERPERFORMING
257.1,47,11,3.0,NORMAL
265.6,67,1,4.3,UNDERPERFORMING
410.81,6,93,5.0,RESTOCK
278.33,2,90,4.1,RESTOCK
107.46,1,81,2.5,RESTOCK
268.52,47,194,4.3,BEST_SELLER
22.83,76,45,2.1,NORMAL
471.54,62,32,2.0,NORMAL
337.57,9,145,3.1,RESTOCK
29.94,93,1,1.8,UNDERPERFORMING
256.02,56,102,4.3,BEST_SELLER
410.84,27,46,2.9,NORMAL
209.07,2,121,2.7,RESTOCK
322.34,57,151,4.8,BEST_SELLER
58.16,0,44,3.9,RESTOCK
348.3,6,111,4.0,RESTOCK
161.3,3,0,4.8,UNDERPERFORMING
372.74,7,59,4.5,RESTOCK
451.67,90,66,4.8,NORMAL
69.91,62,94,4.0,BEST_SELLER
266.13,106,3,4.9,UNDERPERFORMING
404.88,117,58,1.8,NORMAL
114.74,117,23,2.3,NORMAL
217.4,118,6,4.9,UNDERPERFORMING
216.94,4,106,4.6,RESTOCK
304.13,32,70,2.6,NORMAL
199.4,82,32,4.4,NORMAL
83.01,31,17,3.0,NORMAL
264.71,71,72,2.2,NORMAL
154.48,23,136,4.2,BEST_SELLER
72.92,9,108,3.3,RESTOCK
345.0,118,189,4.2,BEST_SELLER
426.24,2,131,2.7,RESTOCK
138.65,84,98,4.1,BEST_SELLER
314.95,35,9,1.6,UNDERPERFORMING
355.7,28,190,4.5,BEST_SELLER
444.74,0,141,2.3,RESTOCK
20.29,8,78,4.8,RESTOCK
475.5,59,8,2.1,UNDERPERFORMING
133.69,28,186,4.6,BEST_SELLER
147.72,41,23,1.1,NORMAL
433.74,0,101,3.1,RESTOCK
430.47,1,84,2.8,RESTOCK
109.55,46,19,2.5,NORMAL
41.49,14,64,4.2,NORMAL
322.91,7,113,4.9,RESTOCK
174.63,41,56,3.0,NORMAL
11.82,4,60,3.4,RESTOCK
485.71,9,61,3.5,RESTOCK
404.69,30,3,2.6,UNDERPERFORMING
222.32,107,62,4.5,NORMAL
475.25,39,2,3.8,UNDERPERFORMING
164.2,77,68,4.1,NORMAL
248.29,57,156,4.4,BEST_SELLER
370.89,43,2,3.7,UNDERPERFORMING
337.58,101,66,3.4,NORMAL
231.99,39,151,4.9,BEST_SELLER
244.32,55,47,2.3,NORMAL
163.24,31,190,4.3,BEST_SELLER
438.49,104,30,2.7,NORMAL
323.86,103,127,4.3,BEST_SELLER
199.07,7,59,4.3,RESTOCK
56.39,31,190,4.3,BEST_SELLER
220.89,11,3,3.1,UNDERPERFORMING
248.45,9,93,3.8,RESTOCK
289.16,118,58,1.2,NORMAL
442.88,83,22,1.4,NORMAL
166.45,52,2,2.6,UNDERPERFORMING
117.07,39,5,5.0,UNDERPERFORMING
324.9,71,199,4.3,BEST_SELLER
73.86,89,100,4.8,BEST_SELLER
131.32,45,7,3.6,UNDERPERFORMING
322.79,75,173,4.6,BEST_SELLER
268.55,93,6,2.9,UNDERPERFORMING
308.16,53,7,4.4,UNDERPERFORMING
454.76,5,125,3.4,RESTOCK
353.37,37,2,1.4,UNDERPERFORMING
228.09,98,117,4.0,BEST_SELLER
16.5,5,78,4.6,RESTOCK
333.15,45,1,4.7,UNDERPERFORMING
407.39,60,72,3.2,NORMAL
462.69,114,54,2.2,NORMAL
94.54,4,56,2.3,RESTOCK
410.95,56,28,4.0,NORMAL
358.07,93,170,5.0,BEST_SELLER
163.75,9,72,3.1,RESTOCK
486.04,4,114,3.4,RESTOCK
359.3,79,160,4.2,BEST_SELLER
170.38,66,2,2.8,UNDERPERFORMING
181.63,83,146,4.7,BEST_SELLER
426.67,55,27,3.2,NORMAL
118.9,17,9,3.8,UNDERPERFORMING
271.94,12,53,1.3,NORMAL
431.08,64,34,3.6,NORMAL
341.94,71,86,4.2,BEST_SELLER
160.51,49,1,2.1,UNDERPERFORMING
359.79,4,86,3.1,RESTOCK
84.37,24,6,4.2,UNDERPERFORMING
258.2,106,149,4.2,BEST_SELLER
211.44,84,72,1.2,NORMAL
143.5,119,46,1.5,NORMAL
212.19,7,3,3.1,UNDERPERFORMING
126.62,7,58,2.1,RESTOCK
85.61,13,5,3.1,UNDERPERFORMING
298.13,99,20,2.2,NORMAL
272.54,4,52,3.0,RESTOCK
223.41,0,135,3.6,RESTOCK
446.81,46,8,2.0,UNDERPERFORMING
392.19,5,120,4.4,RESTOCK
32.19,9,100,2.1,RESTOCK
49.62,22,60,2.0,NORMAL
233.8,51,3,2.2,UNDERPERFORMING
240.13,20,92,4.6,BEST_SELLER
180.81,81,4,2.7,UNDERPERFORMING
479.75,22,4,1.2,UNDERPERFORMING
321.71,69,139,4.6,BEST_SELLER
238.87,7,91,2.9,RESTOCK
225.12,6,83,2.2,RESTOCK
198.08,4,149,2.6,RESTOCK
59.15,96,98,4.7,BEST_SELLER
42.13,7,117,4.5,RESTOCK
126.16,76,3,3.9,UNDERPERFORMING
414.58,45,5,3.4,UNDERPERFORMING
471.54,68,9,2.6,UNDERPERFORMING
315.27,21,90,4.5,BEST_SELLER
57.66,92,78,3.4,NORMAL
465.64,112,5,4.3,UNDERPERFORMING
147.83,80,2,1.3,UNDERPERFORMING
460.03,101,0,1.3,UNDERPERFORMING
261.11,57,178,4.4,BEST_SELLER
376.66,30,2,4.6,UNDERPERFORMING
244.29,46,106,4.4,BEST_SELLER
472.35,63,29,1.1,NORMAL
24.77,93,66,2.1,NORMAL
84.49,4,123,3.5,RESTOCK
297.04,64,1,1.3,UNDERPERFORMING
212.78,104,1,1.4,UNDERPERFORMING
47.0,91,46,2.8,NORMAL
361.64,26,198,5.0,BEST_SELLER
35.63,32,11,3.4,NORMAL
49.15,55,112,4.8,BEST_SELLER
248.5,68,87,4.6,BEST_SELLER
357.4,3,98,3.5,RESTOCK
332.25,16,187,4.1,BEST_SELLER
251.0,104,44,1.1,NORMAL
132.08,80,9,4.1,UNDERPERFORMING
251.81,23,0,3.7,UNDERPERFORMING
415.86,1,147,4.5,RESTOCK
338.39,14,4,1.6,UNDERPERFORMING
308.84,9,104,3.3,RESTOCK
329.76,9,65,4.2,RESTOCK
353.99,1,39,3.4,RESTOCK
219.26,101,132,4.1,BEST_SELLER
231.81,18,97,4.1,BEST_SELLER
228.99,1,131,3.0,RESTOCK
289.59,97,134,4.3,BEST_SELLER
446.78,37,2,1.7,UNDERPERFORMING
121.25,113,1,2.4,UNDERPERFORMING
48.75,44,27,1.2,NORMAL
110.08,5,137,3.9,RESTOCK
328.13,90,9,1.4,UNDERPERFORMING
389.02,6,122,3.1,RESTOCK
435.18,5,0,3.2,UNDERPERFORMING
364.87,26,71,1.6,NORMAL
282.29,62,105,4.3,BEST_SELLER
121.18,56,5,2.7,UNDERPERFORMING
118.18,7,116,2.5,RESTOCK
378.95,71,116,4.6,BEST_SELLER
167.89,56,5,1.9,UNDERPERFORMING
20.34,97,6,3.7,UNDERPERFORMING
400.23,9,63,3.0,RESTOCK
242.5,1,147,3.4,RESTOCK
209.13,6,135,2.9,RESTOCK
96.15,17,45,1.6,NORMAL
12.87,98,174,4.7,BEST_SELLER
375.09,52,173,4.5,BEST_SELLER
56.14,11,6,2.4,UNDERPERFORMING
493.38,100,2,4.3,UNDERPERFORMING
244.36,87,77,4.2,NORMAL
142.0,112,181,4.5,BEST_SELLER
328.68,81,7,3.9,UNDERPERFORMING
331.09,58,49,2.2,NORMAL
252.1,0,104,4.8,RESTOCK
395.76,115,147,4.8,BEST_SELLER
197.78,24,195,4.7,BEST_SELLER
448.89,2,87,2.2,RESTOCK
210.76,61,51,1.2,NORMAL
419.62,116,44,1.2,NORMAL
454.98,29,76,3.3,NORMAL
222.22,7,67,3.1,RESTOCK
35.97,33,17,1.4,NORMAL
391.04,7,84,4.8,RESTOCK
194.93,28,95,4.1,BEST_SELLER
276.17,81,97,4.2,BEST_SELLER
180.63,77,10,2.1,NORMAL
126.71,9,117,4.3,RESTOCK
91.53,3,57,3.4,RESTOCK
379.49,38,33,4.3,NORMAL
80.07,101,2,2.1,UNDERPERFORMING
13.16,12,43,1.7,NORMAL
203.65,39,5,1.0,UNDERPERFORMING
39.12,15,52,5.0,NORMAL
385.0,42,102,4.2,BEST_SELLER
379.26,101,3,1.0,UNDERPERFORMING
163.02,67,189,4.5,BEST_SELLER
227.24,68,174,4.7,BEST_SELLER
462.33,9,99,2.0,RESTOCK
158.28,61,48,4.7,NORMAL
384.09,116,170,4.5,BEST_SELLER
88.92,90,117,4.6,BEST_SELLER
315.34,39,3,2.4,UNDERPERFORMING
381.71,68,8,1.2,UNDERPERFORMING
51.67,6,134,4.1,RESTOCK
442.01,44,77,2.8,NORMAL
400.22,66,74,3.9,NORMAL
136.58,7,90,2.3,RESTOCK
474.88,71,33,3.3,NORMAL
363.78,1,102,4.9,RESTOCK
408.84,82,22,1.2,NORMAL
306.67,103,22,3.2,NORMAL
421.27,79,64,3.5,NORMAL
300.24,26,7,4.0,UNDERPERFORMING
169.43,103,106,4.6,BEST_SELLER
465.7,26,0,3.5,UNDERPERFORMING
298.18,21,2,3.9,UNDERPERFORMING
225.64,41,32,2.5,NORMAL
250.8,99,8,3.5,UNDERPERFORMING
289.77,118,0,4.4,UNDERPERFORMING
392.21,77,135,4.8,BEST_SELLER
145.24,68,40,2.1,NORMAL
241.81,8,48,2.8,RESTOCK
407.19,55,46,2.0,NORMAL
354.04,42,66,1.9,NORMAL
64.51,60,137,4.4,BEST_SELLER
451.93,6,140,3.0,RESTOCK
481.13,76,27,3.8,NORMAL
411.7,89,49,3.2,NORMAL
309.77,48,93,4.9,BEST_SELLER
77.52,53,91,4.2,BEST_SELLER
212.23,2,121,4.5,RESTOCK
19.39,99,38,3.6,NORMAL
200.98,106,198,4.5,BEST_SELLER
249.27,116,56,1.3,NORMAL
348.55,46,55,1.5,NORMAL
313.57,94,104,4.5,BEST_SELLER
383.54,53,4,4.0,UNDERPERFORMING
468.82,93,28,3.0,NORMAL
262.63,5,86,4.1,RESTOCK
189.7,105,165,4.2,BEST_SELLER
131.29,58,5,4.8,UNDERPERFORMING
89.65,118,40,2.9,NORMAL
359.73,99,7,3.3,UNDERPERFORMING
251.49,83,21,2.7,NORMAL
417.25,2,67,3.3,RESTOCK
262.36,57,121,4.4,BEST_SELLER
163.69,41,78,3.5,NORMAL
327.13,30,118,4.8,BEST_SELLER
26.52,38,186,4.7,BEST_SELLER
275.11,3,95,4.7,RESTOCK
249.56,5,66,3.4,RESTOCK
143.71,67,71,2.6,NORMAL
473.72,83,17,2.6,NORMAL
136.69,6,63,2.8,RESTOCK
112.23,91,6,3.7,UNDERPERFORMING
328.33,1,111,3.3,RESTOCK
210.56,11,29,1.1,NORMAL
485.77,59,75,4.0,NORMAL
300.62,72,155,4.9,BEST_SELLER
302.77,3,88,2.8,RESTOCK
162.27,62,1,2.7,UNDERPERFORMING
99.49,45,53,1.7,NORMAL
471.57,5,118,2.6,RESTOCK
27.33,3,142,4.5,RESTOCK
238.71,90,139,4.1,BEST_SELLER
97.99,15,12,2.5,NORMAL
370.07,1,39,3.5,RESTOCK
322.38,116,191,4.8,BEST_SELLER
295.82,31,9,3.1,UNDERPERFORMING
88.48,79,2,2.7,UNDERPERFORMING
184.8,59,117,4.6,BEST_SELLER
423.94,8,9,2.7,UNDERPERFORMING
393.53,30,130,4.5,BEST_SELLER
236.59,55,129,4.6,BEST_SELLER
271.48,71,12,3.9,NORMAL
285.38,7,96,4.5,RESTOCK
311.99,36,160,4.3,BEST_SELLER
142.37,90,42,4.3,NORMAL
348.05,22,94,4.7,BEST_SELLER
31.4,71,9,4.7,UNDERPERFORMING
163.71,39,130,4.0,BEST_SELLER
165.17,10,26,1.1,NORMAL
479.72,79,77,3.9,NORMAL
396.96,38,42,4.2,NORMAL
52.57,3,49,3.6,RESTOCK
374.63,29,5,3.4,UNDERPERFORMING
126.59,89,151,4.4,BEST_SELLER
183.03,7,57,2.1,RESTOCK
281.97,36,92,5.0,BEST_SELLER
47.09,80,167,4.1,BEST_SELLER
450.55,4,71,2.1,RESTOCK
284.75,37,48,2.0,NORMAL
163.81,64,7,4.8,UNDERPERFORMING
80.78,82,33,3.7,NORMAL
350.58,11,25,2.3,NORMAL
394.39,9,70,4.6,RESTOCK
255.46,89,17,3.6,NORMAL
79.55,4,41,4.0,RESTOCK
367.5,80,60,1.9,NORMAL
106.88,49,110,4.2,BEST_SELLER
413.09,5,141,2.6,RESTOCK
167.32,39,0,1.1,UNDERPERFORMING
125.84,30,8,1.1,UNDERPERFORMING
320.15,4,79,4.2,RESTOCK
329.66,8,63,2.2,RESTOCK
164.99,33,51,3.5,NORMAL
212.2,49,60,4.7,NORMAL
382.31,21,9,1.2,UNDERPERFORMING
55.88,8,87,3.8,RESTOCK
310.8,109,0,1.7,UNDERPERFORMING
30.02,8,134,2.9,RESTOCK
464.94,9,147,2.1,RESTOCK
30.19,3,120,2.8,RESTOCK
425.14,107,45,1.9,NORMAL
426.72,60,71,3.2,NORMAL
278.32,6,130,2.3,RESTOCK
185.52,86,10,3.0,NORMAL
107.96,8,92,4.4,RESTOCK
203.84,74,61,4.7,NORMAL
196.03,22,1,2.0,UNDERPERFORMING
464.82,56,28,1.6,NORMAL
432.75,6,143,3.0,RESTOCK
172.34,44,86,4.4,BEST_SELLER
300.9,96,4,2.0,UNDERPERFORMING
200.58,8,124,4.7,RESTOCK
16.53,100,20,3.2,NORMAL
354.11,73,0,1.2,UNDERPERFORMING
204.17,102,7,4.6,UNDERPERFORMING
238.58,37,5,3.0,UNDERPERFORMING
228.39,57,6,1.6,UNDERPERFORMING
58.31,46,85,4.8,BEST_SELLER
235.02,3,74,2.7,RESTOCK
79.55,68,0,1.2,UNDERPERFORMING
443.89,110,8,3.0,UNDERPERFORMING
199.49,1,135,4.9,RESTOCK
7.4,114,7,4.8,UNDERPERFORMING
354.59,57,15,2.9,NORMAL
218.52,89,68,4.2,NORMAL
381.67,64,3,1.8,UNDERPERFORMING
179.35,4,115,2.1,RESTOCK
5.28,6,82,4.3,RESTOCK
85.13,23,0,3.2,UNDERPERFORMING
285.07,66,4,4.3,UNDERPERFORMING
171.46,0,148,2.0,RESTOCK
338.99,99,188,5.0,BEST_SELLER
211.37,23,5,2.9,UNDERPERFORMING
339.94,8,38,2.0,RESTOCK
369.6,4,85,2.6,RESTOCK
297.16,84,20,4.0,NORMAL
42.94,98,52,4.9,NORMAL
271.89,69,9,2.5,UNDERPERFORMING
187.94,66,5,1.3,UNDERPERFORMING
196.23,118,171,4.9,BEST_SELLER
314.7,72,94,5.0,BEST_SELLER
66.27,53,23,2.3,NORMAL
237.8,24,158,4.1,BEST_SELLER
53.28,98,6,4.1,UNDERPERFORMING
120.97,51,187,4.2,BEST_SELLER
488.45,3,68,3.4,RESTOCK
50.8,96,188,4.9,BEST_SELLER
65.37,1,132,4.3,RESTOCK
377.4,2,90,4.3,RESTOCK
357.81,4,84,3.0,RESTOCK
339.81,43,62,1.8,NORMAL
284.83,31,13,1.3,NORMAL
230.17,1,80,2.5,RESTOCK
469.09,31,74,1.1,NORMAL
499.42,4,104,4.7,RESTOCK
57.88,22,179,4.2,BEST_SELLER
283.1,25,118,4.8,BEST_SELLER
444.95,90,48,4.5,NORMAL
278.95,63,59,3.6,NORMAL
221.15,2,149,3.5,RESTOCK
215.26,2,37,4.0,RESTOCK
105.03,103,181,4.6,BEST_SELLER
149.69,23,9,3.8,UNDERPERFORMING
274.14,70,84,4.4,BEST_SELLER
129.17,103,3,1.6,UNDERPERFORMING
325.81,48,44,2.8,NORMAL
262.88,22,4,2.9,UNDERPERFORMING
243.88,22,137,5.0,BEST_SELLER
141.58,117,4,1.2,UNDERPERFORMING
157.11,53,127,4.1,BEST_SELLER
459.74,94,2,4.5,UNDERPERFORMING
274.77,41,29,2.3,NORMAL
263.51,9,56,2.4,RESTOCK
363.22,119,49,4.3,NORMAL
287.93,6,0,2.6,UNDERPERFORMING
77.45,98,141,5.0,BEST_SELLER
124.44,59,0,3.2,UNDERPERFORMING
291.07,44,195,4.8,BEST_SELLER
133.65,111,85,4.4,BEST_SELLER
294.16,37,2,4.7,UNDERPERFORMING
356.71,4,34,2.1,RESTOCK
358.23,82,9,2.4,UNDERPERFORMING
472.54,67,41,2.1,NORMAL
263.93,7,53,4.4,RESTOCK
441.99,38,3,2.8,UNDERPERFORMING
453.87,78,3,3.4,UNDERPERFORMING
275.3,96,53,2.2,NORMAL
296.16,116,170,4.4,BEST_SELLER
113.69,95,196,4.8,BEST_SELLER
493.08,39,2,1.8,UNDERPERFORMING
355.54,8,51,3.1,RESTOCK
428.71,93,60,4.2,NORMAL
240.55,69,162,4.4,BEST_SELLER
193.75,7,8,4.9,UNDERPERFORMING
127.13,7,118,4.0,RESTOCK
288.95,50,4,3.3,UNDERPERFORMING
384.31,92,93,4.1,BEST_SELLER
271.23,113,133,4.8,BEST_SELLER
105.65,107,165,4.9,BEST_SELLER
307.12,1,105,2.4,RESTOCK
327.87,7,128,2.5,RESTOCK
333.34,63,46,3.1,NORMAL
150.66,115,142,4.7,BEST_SELLER
85.79,47,5,2.5,UNDERPERFORMING
270.68,83,137,4.6,BEST_SELLER
126.56,1,36,2.7,RESTOCK
8.32,52,30,4.0,NORMAL
462.03,111,8,3.1,UNDERPERFORMING
107.28,18,32,1.7,NORMAL
253.92,6,91,3.7,RESTOCK
418.78,58,23,1.9,NORMAL
69.81,2,37,4.8,RESTOCK
231.58,2,0,2.0,UNDERPERFORMING
32.66,91,124,4.5,BEST_SELLER
296.95,30,6,3.4,UNDERPERFORMING
249.83,5,45,2.7,RESTOCK
157.62,3,46,3.7,RESTOCK
176.04,40,66,4.5,NORMAL
230.92,8,76,3.1,RESTOCK
329.22,9,9,1.1,UNDERPERFORMING
35.01,56,3,2.0,UNDERPERFORMING
138.99,40,191,4.1,BEST_SELLER
308.35,75,156,4.6,BEST_SELLER
90.32,30,76,1.2,NORMAL
436.35,8,106,3.3,RESTOCK
175.3,26,46,2.2,NORMAL
350.82,103,111,4.6,BEST_SELLER
66.31,101,4,3.2,UNDERPERFORMING
